active_power_calculated_by_converter,active_power_raw,ambient_temperature,generator_speed,generator_winding_temp_max,grid_power10min_average,nc1_inside_temp,nacelle_temp,reactice_power_calculated_by_converter,reactive_power,wind_direction_raw,wind_speed_raw,wind_speed_turbulence,residual
913.258494059245,934.2785746256508,30.1896028518677,1200.12103271484,77.0010719299316,997.822662353516,30.0621627171834,35.401745605468705,126.884159088135,185.04443359375,65.1356252034505,7.94114287694295,0.504152953624725,7.540321692314052
1274.83725992839,1307.75309244792,29.6855719884237,1199.7548828125,78.1867307027181,1308.2450764974,29.5367670059204,32.415050506591804,215.62292734781897,259.680575052897,65.1753578186035,8.47768545150757,0.503480291366577,6.36044026514373
903.23594156901,889.17534383138,33.5309543609619,1146.28597005208,65.42624664306639,864.2988891601559,33.3925132751465,29.5548038482666,155.86570358276398,180.661613464355,36.462942759196,7.17157181104024,0.489764034748077,8.531669913100323
433.127398173014,429.6005899111431,27.1900151570638,947.547587076823,44.1529712677002,10.2524889161189,34.315258026123,33.616522471109995,76.9297850529353,93.3212464054426,279.375086466471,7.265242973963421,0.703317856788635,-6.425971583275484
1328.5126139322902,1361.21321614583,29.9933204650879,1199.7548014322902,77.186632792155,1107.86566162109,29.864543914794893,33.7015240987142,237.972518920898,274.551752726237,66.25665283203129,9.36743593215942,0.6824820339679721,12.047830806062954
106.345122337341,87.7605779965719,29.7886619567871,770.2944234212241,64.2753435770671,90.7988128662109,29.63542175292969,33.622602462768604,83.4719223022461,96.8052940368652,166.863377888997,4.0643142859141,0.660396605730057,7.271947797135816
744.40565999349,755.719401041667,31.3405030568441,1125.77734375,66.8322614034017,643.579416910807,31.200476010640504,31.721707026163696,116.15988667806002,151.346514383952,46.865575154622405,7.17688576380412,0.550898343324661,7.301384311131272
326.78456115722696,328.482655843099,28.5347366333008,853.30556233724,50.5988299051921,384.370447794596,28.39284769694011,25.0375537872314,85.45448557535809,106.620365142822,126.513028462728,5.14363431930542,0.3384913404782609,5.925451921666713
59.2873185475667,42.4414129654566,32.6684173583984,770.53857421875,62.2974510192871,66.49257659912111,32.328337097168,31.0138702392578,85.2997194925944,96.9725176493327,196.71151479085304,3.36189218362172,0.396343921621641,-5.55852470412313
540.9471333821621,556.694081624349,36.242950439453104,1195.94616699219,73.34902496337891,554.439178466797,30.153831481933604,36.1650072733561,128.479173024495,156.062917073568,347.061660766602,6.91511416435242,0.9005673925081891,5.8225626637117145
59.89130607744063,176.03835105895973,34.5241788228353,832.3086547851559,61.9335397084554,143.745216369629,31.5274585088094,34.4464276631673,0.11258590221405,-1.68638251225154,235.59362538655603,3.07052942117055,0.646332303682963,5.366665320853535
791.799662272135,813.1428324381509,29.283132870992,1149.70412190755,74.5697237650553,1021.98478190104,29.135392824808804,33.052396774292,122.825000762939,162.32199096679702,45.6128985087077,6.95537153879801,0.6178073287010191,6.430469094611276
936.823150634766,975.835225423177,31.4601039886475,1193.89536539714,71.774585723877,1127.13879394531,33.7187301635742,31.3563661575317,177.02121480306,213.855239868164,318.650487263997,7.60715715090434,0.995446960131327,6.391433128556429
